[462498    316215]
[523227    255937]
[495860    208275]
[574196    247650]
[559039    220600]
[632667    314347]
[452381    234767]
[525519    196962]
[545807    166869]
[514818    103905]
[617111    171489]
[524094    215770]
[447824    363719]
[474701    236026]
[551152    211963]
[499707    207086]
[635260    255354]
[490006    256265]
[497787    303510]
[518227    230469]
[490244    294120]
[542494    214159]
[502945    207939]
[345312    277057]
[540003    334127]
[511653    272236]
[636552    326183]
[492722    188874]
[511973    236875]
[462779    153467]
[547015    384831]
[460464     35412]
[431420    277115]
[658002     94823]
[556343    194457]
[444915    218539]
[523680     62036]
[485605    212148]
[560276    230322]
[514366    221862]
[509385    227434]
[497370    222554]
[539989    208365]
[526659    241637]
[479423    263578]
[445267    250220]
[502007    196552]
[494584    181466]
[531736    234284]
[451488    300301]
[472030    187604]
[584896    196873]
[526011    228807]
[445229    147661]
[479840    232732]
[407030    299600]
[431041    281364]
[481382    139773]
[560981    269131]
[462742    127199]
[499190    176057]
[513710    241513]
[562232    222763]
[498977    185731]
[490757    172403]
[501288    237232]
[489805    236466]
[494394    212360]
[381085    112035]
[542370    226464]
[537533    251305]
[533434    241313]
[493108    235730]
[508675    225548]
[512162    195763]
[494155    239892]
[426029    168434]
[518804    120852]
[510411    223888]
[563888    244616]
[477073    128217]
[484528    258193]
[437201    284518]
[663039    172842]
[593975    159306]
[496968    249265]
[478123    205769]
[510251    234194]
[517372    218144]
[497497    231766]
[499119    245691]
[508756    238466]
[558756    206869]
[437520    361708]
[677240    224219]
[533681    146244]
[430278     83730]
[509169    222330]
[498590    192790]
[621190    154437]
[679378    398177]
[538873    130338]
[543430    235180]
[512415    230690]
[515054    288016]
[502466    158534]
[597139    227672]
[605679    181397]
[511329    228986]
[473604    192432]
[504594    231356]
[565874    225457]
[544110    254246]
[566729    238873]
[445210    269749]
[472774    110195]
[592159    201451]
[660456    234749]
[524378    258919]
[577078    204642]
[460409    235591]
[509041    207812]
[452481    251180]
[515711    206627]
[572194    254824]
[471421    239195]
[497659    239578]
[500839    189515]
[515131    299890]
[515416    229203]
[492912    178741]
[510470    252301]
[485417    182604]
[512101    219705]
[517940    240403]
[518808    224941]
[495414    196975]
[534699    255599]
[457813    254803]
[509419    227854]
[574065    240817]
[410112    228844]
[587453    195205]
[477194    221648]
[501219    218857]
[479124    138804]
[561296    361470]
[453805    318240]
[573866    229815]
[509544    229825]
[557329    242054]
[601600    227268]
[487638    198905]
[687105    185838]
[511475    236265]
[448940    205989]
[432112    359864]
[547778    222814]
[502462    229096]
[516500    249322]
[559441    152628]
[474574    174721]
[454717    179541]
[466587    223213]
[552078    227896]
[553654    232284]
[585941    241955]
[557476    303862]
[602352    149691]
[437266    216416]
[593087    310161]
[416721    251006]
[456232    122623]
[487982    335790]
[536007    259547]
[521857    177225]
[534727    124760]
[431088    182915]
[517068    176100]
[538380    235657]
[459619    250239]
[509579    225557]
[608981    316729]
[515459    273658]
[498700    199425]
[521529    211561]
[597762    278482]
[538299    232982]
[530017    250261]
[470163    199511]
[534045    227073]
[550701    254308]
[499102    159599]
[589470     85053]
[503546    191734]
[508838    230176]
[493422    198054]
[568064    213517]
[508226    196576]
[481416    271875]
[519664    251744]
[514694    219359]
[502894    192020]
[595235    110594]
[532342    275990]
[427342    207325]
[496472    164119]
[536778    143638]
[505356    198197]
[516680    245898]
[541684    199497]
[479632    231671]
[342627    125635]
[579290    212980]
[560020    167974]
[525448    251695]
[521225    311496]
[467574    211645]
[705295    225559]
[478434    158150]
[499227    222450]
[512622    234095]
[540072    322147]
[437235    262730]
[552778    289888]
[507000    248364]
[566220    213782]
[463639    395449]
[426487    273715]
[509209    100953]
[661004    230824]
[432405    211354]
[524441    216880]
[506268    114805]
[588681    300145]
[513902    326889]
[482060    307895]
[575292    209303]
[399501    323045]
[650560    305042]
[606805    307770]
[530847    179761]
[575503    175012]
[549810    427036]
[497371    211454]
[494734    242163]
[505754    236201]
[517521    180537]
[397181    222849]
[533840    275711]
[552314    163366]
[432206    217590]
[453627    293252]
[500745    113446]
[557874      9597]
[480300    237725]
[519095    226734]
[496876    208159]
[527512    168267]
[475525    330832]
[386209    310660]
[483663    321405]
[398118    186907]
[387919    279132]
[407990    267836]
[518141    245381]
[466351    196034]
[538239    149606]
[623234    215196]
[512072    296524]
[543786    230497]
[492724    251149]
[495588    209126]
[479058    203531]
[537874    246621]
[598893    205059]
[469229    259390]
[472530    234439]
[494533    301236]
[504658    361939]
[491017    222073]
[551564    157194]
[489316    177538]
[477083    222161]
[436573    287137]
[425710    241571]
[475595    211770]
[350272    345089]
[339264    580146]
[340978    518122]
[326840    499242]
[474297    519429]
[424206    487406]
[414385    550179]
[374934    530557]
[471054    486398]
[311145    510325]
[369359    509929]
[377285    511466]
[399907    542156]
[438395    612942]
[419681    550940]
[382886    607736]
[351945    509863]
[393540    538142]
[488671    612255]
[359309    549605]
[514997    566360]
[483545    603777]
[381999    424074]
[405372    470701]
[388025    486307]
[429739    459366]
[449311    399026]
[375945    442031]
[407328    509636]
[375481    464528]
[386966    496279]
[413293    453825]
[317662    447405]
[377102    507203]
[429544    499350]
[438505    521732]
[371040    498407]
[414181    516962]
[387596    492999]
[323613    495383]
[383247    510514]
[349871    557398]
[381470    512803]
[398176    532981]
[240969    457737]
[384823    480149]
[428893    443190]
[317768    562655]
[443042    581849]
[392996    453542]
[389110    474104]
[369145    506921]
[352806    621423]
[381491    510962]
[309320    390550]
[463237    497463]
[432773    525954]
[368589    589583]
[408781    359664]
[368498    518822]
[277029    437099]
[365927    518208]
[384761    520645]
[389695    357637]
[379382    573518]
[405162    504852]
[390801    515484]
[394585    518364]
[373052    509568]
[382901    502270]
[367352    562982]
[371418    578900]
[386788    468955]
[365122    509591]
[400783    493859]
[335911    566841]
[289070    569453]
[337785    575279]
[367734    471852]
[436720    453887]
[369909    524810]
[303070    488864]
[372759    382142]
[307326    516225]
[420516    538984]
[428054    547700]
[367858    640658]
[412237    509518]
[370716    545135]
[358969    461938]
[387006    365753]
[295267    541836]
[377832    511201]
[356490    486078]
[444815    480832]
[375120    516194]
[301688    501377]
[391176    361207]
[290902    507379]
[384736    541613]
[378345    510857]
[302660    412685]
[358295    566822]
[237807    493591]
[374774    495347]
[398094    459777]
[449146    653880]
[366387    487934]
[272209    427333]
