[437948    675857]
[504769    602742]
[553738    625842]
[541181    592835]
[460453    663248]
[517324    651171]
[552856    632819]
[586586    524767]
[517329    597341]
[500534    594406]
[512623    615916]
[517648    602787]
[515810    608979]
[519226    603757]
[565177    572012]
[508852    610907]
[492011    553423]
[513857    606505]
[519814    612122]
[512144    604265]
[513146    611088]
[506292    614969]
[555478    508284]
[532579    545085]
[520899    598617]
[519082    604451]
[435216    703332]
[499835    663371]
[540660    578421]
[547839    649983]
[485177    553455]
[547736    556647]
[480758    579260]
[528189    620014]
[557839    653593]
[591152    597702]
[535677    646666]
[598856    484319]
[498327    603896]
[554325    470556]
[517583    614670]
[599185    632598]
[446572    545016]
[444554    498933]
[447084    676215]
[462160    604958]
[507544    717283]
[515792    603615]
[508481    650682]
[528694    605396]
[585323    564746]
[517409    602486]
[526640    594029]
[442731    524364]
[444584    682681]
[476576    702356]
[504149    613547]
[522913    612522]
[477252    511717]
[541320    577397]
[460604    612713]
[594992    626543]
[582654    498670]
[486484    555434]
[505847    653823]
[526892    669378]
[565549    552212]
[507094    670237]
[528015    580450]
[504735    542865]
[507366    592328]
[583684    553423]
[459535    573533]
[452899    715648]
[489387    555203]
[466098    646429]
[483312    686975]
[600212    542358]
[510372    611826]
[519446    652215]
[571409    711766]
[539966    564654]
[434176    620870]
[540289    560590]
[470414    585508]
[594393    507547]
[557387    620417]
[568244    571007]
[574723    481052]
[544674    607976]
[504556    596936]
[525793    649834]
[553017    553882]
[514492    603118]
[536748    638795]
[499714    573684]
[500254    579149]
[495371    524303]
[495179    555424]
[493357    576660]
[488426    568942]
[578366    600188]
[519877    635541]
[506558    484898]
[526440    600980]
[476782    475969]
[510193    740093]
[505805    540908]
[551949    652317]
[569835    305861]
[487894    309894]
[532938    306366]
[534095    328194]
[480986    258160]
[546787    303532]
[471821    268222]
[548698    334366]
[449705    398827]
[596991    214371]
[504859    246634]
[492801    255666]
[443927    294656]
[500134    265648]
[607108    471788]
[533390    402288]
[594744    368036]
[591819    302411]
[564182    292950]
[532772    295614]
[549553    326391]
[529110    294532]
[499490    301809]
[676195    228277]
[501995    330279]
[505519    287497]
[490706    329784]
[527268    332373]
[495066    364706]
[608558    305176]
[533394    295829]
[532084    311638]
[447666    300851]
[531727    296001]
[486932    387999]
[559918    291073]
[526093    315223]
[529462    306183]
[539431    339933]
[586115    270570]
[561109    308739]
[539696    297239]
[548610    181604]
[447711    328043]
[525539    188788]
[649353    297146]
[493179    348266]
[448285    383411]
[538627    245982]
[577626    300093]
[599136    285098]
[580588    470941]
[589063    292592]
[535169    347166]
[442259    351081]
[552676    353201]
[557135    307282]
[547156    278823]
[648989    319239]
[538545    105608]
[536255    382070]
[538795    308472]
[688776    298590]
[604897    299886]
[596667    288877]
[537465    294198]
[484331    299124]
[565461    223156]
[490282    326267]
[616559    338123]
[540171    306910]
[537262    225820]
[461359    283077]
[530835    203304]
[533538    319070]
[536194    244960]
[584091    285569]
[560861    292296]
[527175    215315]
[535478    294538]
[551990    334896]
[545264    319021]
[573206    327671]
[500889    295590]
[520494    242148]
[414026    299075]
[522811    295182]
[529733    285169]
[522442    383698]
[534217    355722]
[530430    311217]
[531068    336789]
[575388    178358]
[503135    331631]
[482534    370612]
[549422    231703]
[542195    295674]
[683753    249529]
[603889    234059]
[614879    299100]
[566047    378401]
[484969    351620]
[565417    305157]
[539702    232974]
[492940    219360]
[529510    287347]
[512428    308242]
[528214    266185]
[531277    334985]
[634612    357541]
[542633    266877]
[564283    311515]
[523286    416925]
[538268    295987]
[522533    163402]
[619722    343547]
[546521    329696]
[499942    188515]
[545817    338665]
[535074    433770]
[533763    289860]
[686472    332736]
[645635    298103]
[595205    362969]
[636131    336508]
[527647    286548]
[559517    326597]
[520044    230193]
[520808    299213]
[537581    292387]
[541691     95884]
[636836    342507]
[521670    270133]
[567928    259953]
[615428    239620]
[436605    281804]
[564784    287256]
[566297    187989]
[533351    352122]
[609507    378023]
[453287    424090]
[422255    179596]
[488210    278173]
[527208    296696]
[533457    295648]
[580581    261664]
[533095    290738]
[654697    144045]
[684938    261040]
[571180    306305]
[532880    295365]
[505703    301345]
[523560    306539]
[494118    400747]
[547546    217023]
[616933    393383]
[415506    198224]
[488534    301792]
[531599    303546]
[510379    262573]
[520593    402733]
[552878    319766]
[532894    296515]
[495733    339423]
[581647    350732]
[489682    376823]
[647473    303489]
[563884    283020]
[540386    348293]
[495872    218426]
[500610    376119]
[598550    391808]
[368612    331490]
[461280    372503]
[540215    229031]
[435839    276580]
[521831    294142]
[660355    314646]
[491898    267762]
[527118    293053]
[535139    399611]
[552769    313298]
[528063    366384]
[569449    264961]
[547075    303100]
[498186    304211]
[488591    290758]
[541269    296900]
[563655    247428]
[591571    348966]
[548396    125826]
[599686    310900]
[444592    247418]
[524163    243683]
[532371    290285]
[547630    337221]
[632963    456865]
[554789    321219]
[524836    393047]
[535956    333791]
[562792    434362]
[583604    309859]
[624073    373629]
[614267    251823]
[434763    289781]
[572836    210288]
[485255    356620]
[466362    280073]
[519332    290754]
[631827    314330]
[503934    290512]
[536105    225052]
[548647    294270]
[516251    387620]
[512642    290502]
[537178    289768]
[562513    245511]
[610437    311903]
[436488    382292]
[622508    313736]
[563940    339322]
[629531    283631]
[489433    331899]
[563815    325553]
[483882    365421]
[498939    237815]
[344048    265555]
