[471582    638119]
[469676    625733]
[453500    632751]
[497699    633663]
[427579    641186]
[535960    711956]
[454720    613792]
[458477    649013]
[555155    635970]
[455911    627980]
[433433    715988]
[502285    647322]
[459506    621823]
[526806    555661]
[557375    649104]
[455524    627978]
[353955    628315]
[265404    643669]
[489264    649976]
[597827    545571]
[477066    717144]
[494652    588906]
[418066    540712]
[373494    660520]
[479905    635998]
[466178    562751]
[468306    625746]
[520924    630897]
[422392    567314]
[393413    724794]
[642053    649746]
[462986    630962]
[521718    652465]
[444669    634319]
[535707    699013]
[380429    664095]
[509057    609444]
[473104    639811]
[279420    704846]
[461828    628644]
[448228    603739]
[440634    693293]
[539806    663837]
[465690    632383]
[459373    663230]
[424068    608247]
[534054    721583]
[480708    612705]
[619572    529057]
[467148    625555]
[448565    618176]
[430760    532588]
[465776    631862]
[389264    689154]
[479432    590186]
[478205    635455]
[437499    628430]
[453044    546822]
[484413    637064]
[516557    613138]
[534587    701140]
[446413    657659]
[463891    632903]
[469011    633072]
[472510    678347]
[481123    623647]
[464363    663645]
[425051    533953]
[469822    657044]
[431017    666132]
[412286    635381]
[464194    628159]
[464364    632949]
[523419    641451]
[452113    583904]
[467995    635966]
[450794    660489]
[345730    626199]
[539173    686036]
[395849    585002]
[423318    527653]
[464786    641191]
[491225    657305]
[549645    592801]
[667745    563162]
[554791    656438]
[415118    606349]
[376518    719713]
[555903    694280]
[466711    632793]
[409301    676907]
[496868    666055]
[496034    567911]
[446858    608633]
[553325    702449]
[526457    632973]
[392970    540824]
[448743    639940]
[582242    668065]
[458327    634398]
[455024    612019]
[472480    639417]
[399838    665730]
[383069    555580]
[602139    597281]
[424376    586188]
[389420    718544]
[477977    648506]
[392196    695109]
[488273    580302]
[463182    635201]
[469031    574696]
[507359    588431]
[542200    663105]
[458169    639172]
[490497    656656]
[467743    630583]
[505572    656262]
[388638    609717]
[458358    634384]
[549574    632839]
[522672    582828]
[502068    649704]
[467748    631342]
[482823    560135]
[475470    646600]
[480388    690787]
[442567    669361]
[482850    677480]
[434215    670781]
[600822    691430]
[465385    632208]
[469013    640354]
[434260    605400]
[312903    567946]
[439094    625850]
[449701    634466]
[440137    588171]
[371873    544378]
[464684    641276]
[532093    689903]
[466822    637084]
[554913    563014]
[455275    675233]
[457098    670929]
[403888    609727]
[373400    727341]
[487681    614892]
[427220    692545]
[452869    666306]
[444511    708472]
[369954    538763]
[469350    680470]
[427120    612089]
[464636    623732]
[511667    606438]
[445837    678231]
[513791    704270]
[506173    560378]
[470374    644630]
[418396    701674]
[419135    683980]
[507818    684836]
[412768    641315]
[497960    575633]
[447559    592189]
[465018    636353]
[510792    616416]
[464252    632440]
[461778    633789]
[458408    637519]
[495849    612620]
[582139    554359]
[512076    581870]
[474968    636221]
[497497    605381]
[437610    584345]
[390569    698439]
[390892    566215]
[461357    532342]
[434286    649590]
[521460    580654]
[487081    589326]
[476455    700340]
[445207    619696]
[511448    636654]
[452075    591790]
[463415    632212]
[409935    590954]
[479953    629800]
[450210    612144]
[501036    714971]
[481933    548081]
[408059    614693]
[369303    582840]
[364655    549541]
[439870    557492]
[440584    643881]
[436782    596799]
[386975    576349]
[464574    632264]
[322291    645689]
[310509    614357]
[454298    642135]
[574147    601965]
[459354    621234]
[495728    591231]
[578379    565973]
[431338    637751]
[583268    650932]
[433782    601964]
[426418    598128]
[532930    620356]
[438658    613290]
[578203    713387]
[497809    671811]
[454742    633247]
[424782    603999]
[469083    613888]
[418387    558839]
[413862    561526]
[468376    666788]
[466307    577544]
[557813    702873]
[532264    602765]
[527235    662983]
[419439    658297]
[498076    668015]
[586453    686756]
[507003    528730]
[441235    677530]
[460931    645305]
[442949    654208]
[463964    632712]
[439919    616042]
[478262    520126]
[429791    563582]
[494120    583600]
[466142    631171]
[465325    632065]
[450751    554254]
[439818    647083]
[446877    663917]
[430066    618539]
[462442    631818]
[463164    635091]
[464470    633806]
[614104    680659]
[497977    671573]
[486770    643553]
[473098    613252]
[414129    659474]
[468241    634802]
[453223    609292]
[504784    664964]
[472301    639385]
[435875    644142]
[358630    652109]
[484026    601943]
[461704    603454]
[472483    611973]
[410229    616387]
[649910    625248]
[617211    631988]
[622832    618778]
[575357    661921]
[578092    656735]
[659513    637289]
[583087    618959]
[550332    681414]
[694170    612590]
[632875    717510]
[606283    667458]
[641467    549212]
[598899    716768]
[589711    636620]
[669529    548358]
[605269    608664]
[691394    593808]
[671496    607664]
[573994    641136]
[656805    617923]
[519423    667182]
[656402    592213]
[691764    622505]
[709633    537584]
[628526    619847]
[637532    606229]
[627991    599625]
[541817    692887]
[558306    597282]
[543056    817310]
[626425    636735]
[798047    584734]
[623579    671284]
[615440    581992]
[623323    600584]
[582455    644183]
[548533    648685]
[588195    617742]
[636971    500191]
[574932    596872]
[631454    601120]
[635728    537722]
[584371    523305]
[619885    618155]
[698361    639684]
[626200    614612]
[603925    635585]
[616208    687645]
[612934    588713]
