[292696    637862]
[326876    674638]
[404700    650077]
[236495    689406]
[122456    724689]
[310319    685436]
[324020    701955]
[258854    848310]
[264032    631887]
[344920    597392]
[239150    710376]
[297247    741497]
[503089    701664]
[320910    689103]
[234103    840818]
[270236    621051]
[303997    782258]
[188413    672057]
[298739    713236]
[303546    699978]
[312521    676742]
[334515    668787]
[325827    672389]
[259852    674085]
[450020    615115]
[322860    537630]
[104165    624716]
[217344    694232]
[300574    649747]
[283304    696351]
[707602    445595]
[719346    449559]
[722639    443586]
[773331    389931]
[746157    439492]
[734039    417015]
[714751    446575]
[731816    415757]
[725946    426962]
[798814    401509]
[693737    452734]
[669866    448338]
[746864    439849]
[727143    433316]
[791514    403535]
[721995    437391]
[756228    419086]
[758640    405587]
[715675    422312]
[596353    470604]
[721507    453573]
[744313    432368]
[729257    451289]
[666032    465155]
[601801    494436]
[661222    453629]
[734450    429010]
[766737    396198]
[731222    429799]
[675857    463897]
[727705    434351]
[727034    420199]
[722277    425835]
[746923    435441]
[728171    409349]
[633701    452224]
[625717    482421]
[858806    387555]
[879462    370332]
[704254    417902]
[675281    454792]
[728609    419664]
[714079    445580]
[771609    417188]
[742704    423925]
[698642    431846]
[684258    463565]
[791992    389182]
[759373    432378]
[837198    402237]
[723729    435237]
[764655    420356]
[727532    423473]
[703907    419258]
[852401    400991]
[730415    423241]
[678951    451942]
[723339    437032]
[726016    416897]
[736837    416432]
[731165    429361]
[774647    427215]
[758669    423940]
[710631    454883]
[734701    423411]
[713931    418764]
[695455    432499]
[724532    436536]
[732725    438797]
[732286    420546]
[751345    431670]
[741371    429784]
[608037    468148]
[730382    448450]
[538607    494883]
[740633    415965]
[678799    450973]
[756673    440896]
[727534    429764]
[749579    410194]
[674276    430483]
[724635    414248]
[699875    435434]
[744271    431399]
[744426    435485]
[729196    418692]
[714355    422413]
[719636    426645]
[666567    454554]
[780310    430101]
[729233    430917]
[752754    440390]
[730094    429952]
[735913    420880]
[744772    424945]
[749916    420994]
[728098    444461]
[799944    418257]
[725809    427710]
[872658    384157]
[727190    430566]
[735511    413420]
[737941    430016]
[748631    407613]
[729082    423437]
[737547    432276]
[727500    428342]
[734065    416944]
[724160    426899]
