[333588    592986]
[347045    629050]
[366419    595245]
[392202    586608]
[380505    501069]
[360132    599607]
[323646    594995]
[410278    627101]
[362505    583068]
[310338    606951]
[388423    596624]
[398654    546946]
[308700    671353]
[416020    579490]
[412272    538545]
[285918    653094]
[329131    537432]
[338857    636327]
[276815    638078]
[334226    573740]
[339491    667775]
[343903    672140]
[351723    591168]
[345625    687294]
[330407    566767]
[312742    484784]
[415113    542512]
[485296    621966]
[350561    589333]
[376911    563380]
[312597    588881]
[301495    525752]
[327593    564629]
[308047    559674]
[367184    571096]
[326100    581935]
[419371    624638]
[363455    593724]
[366942    565041]
[345151    551945]
[253139    697431]
[400723    650047]
[315373    557220]
[346444    632503]
[420495    593820]
[345583    650228]
[362663    580100]
[419076    564989]
[402407    613491]
[385353    604300]
[384531    484484]
[281255    679071]
[401221    816081]
[383964    590239]
[359980    631673]
[337096    614298]
[346649    601528]
[344859    608309]
[354322    599302]
[435227    650474]
[290624    570054]
[375555    668174]
[275057    562020]
[423938    611480]
[292526    604469]
[313813    663352]
[416496    706840]
[353881    678292]
[367547    432917]
[318195    559269]
[382942    583910]
[329630    541942]
[340491    579152]
[481764    577718]
[320154    564410]
[347826    619797]
[373359    679905]
[283130    645818]
[378495    604077]
[357384    558067]
[357970    604433]
[358075    717906]
[332562    638516]
[354738    589658]
[390337    650204]
[354541    511951]
[369981    648415]
[360270    470948]
[301302    578434]
[435783    524060]
[365270    473848]
[455460    544965]
[389922    615648]
[271813    601943]
[301018    620885]
[348270    627371]
[340408    683479]
[346889    593338]
[328941    619258]
[345855    521278]
[340835    634845]
[332593    530848]
[334987    653413]
[300563    596240]
[315457    623532]
[323663    642779]
[330523    640262]
[303430    654656]
[300238    575417]
[331004    560148]
[359233    597215]
[337457    673725]
[355746    624245]
[308290    504455]
[377818    585862]
[201616    541807]
[399377    616443]
[312953    583716]
[364579    601987]
[381722    526403]
[203556    485688]
[222057    548649]
[357934    591338]
[396480    690814]
[276662    718324]
[416825    674571]
[267409    491283]
[370167    582623]
[361473    581275]
[360037    586072]
[306314    628647]
[289962    590113]
[364796    594746]
[391578    656900]
[354138    591281]
[380997    602289]
[385423    536931]
[389116    611862]
[419786    544248]
[335182    677428]
[341401    644918]
[230261    462416]
[394664    614509]
[410751    611517]
[432015    528758]
[366671    611886]
[439358    576216]
[428038    593268]
[371437    612886]
[278896    590236]
[378830    583118]
[505532    673336]
[390159    572371]
[321584    586732]
[358927    592596]
[344788    682469]
[379870    568526]
[440872    600369]
[385932    597237]
[371437    563855]
[368855    647809]
[348851    644850]
[435580    529034]
[271844    499042]
[358386    591833]
[294746    651101]
[312337    595433]
[341137    595867]
[356398    691994]
[379060    536622]
[303974    669777]
[398822    566100]
[309492    422902]
[404066    630784]
[412233    467913]
[353917    628388]
[356572    632224]
[356617    596425]
[377375    672336]
[380747    589949]
[345937    650702]
[338178    571457]
[302132    605661]
[362417    613862]
[325176    662195]
[350257    610022]
[245147    544877]
[466305    711345]
[287820    563856]
[281168    625318]
[317558    606669]
[462570    656122]
[341564    729874]
[443292    532612]
[405816    566099]
[327247    574126]
[348157    568689]
[375776    631815]
[348176    603558]
[339167    578044]
[357825    622820]
[308632    576109]
[298090    724293]
[306900    576900]
[355179    536585]
[374869    570792]
[317868    539451]
[493636    623469]
[433442    614022]
[293300    627485]
[360124    591443]
[348624    542526]
[329954    618285]
[380859    602028]
[311799    574951]
[353183    577330]
[405046    579707]
[278859    480986]
[355107    585493]
[355745    590772]
[303252    636333]
[276209    586867]
[321015    653191]
[474935    655741]
[309403    659771]
