[244491    252553]
[169646    133672]
[199619    179213]
[192747    213585]
[175763    279040]
[130224    301850]
[217978    237395]
[181801    212588]
[191685    221598]
[291236    183704]
[211575    259862]
[205330    268399]
[197940    216948]
[154471    225017]
[189441    184450]
[207891    250474]
[279403    192934]
[164201    188451]
[253872    170263]
[202433    229065]
[198378    220838]
[103975    269587]
[113020    163431]
[192377    214593]
[244270    290810]
[222465    189599]
[108483    229059]
[209400    291201]
[220772    263938]
[174631    227589]
[182485    154708]
[193113    206017]
[202303    248362]
[254481    162245]
[191889    217368]
[241744    252389]
[139087    164204]
[174246    215145]
[143531    221949]
[225966    226314]
[120988    242872]
[212218    236318]
[214354    216561]
[215336    183866]
[166891    326780]
[175825    216761]
[200196    239809]
[230476    195814]
[207534    221023]
[89152    254207]
[186973    211524]
[173032    278464]
[179234    192759]
[109137     96700]
[192782    204526]
[166731    271764]
[157843    232182]
[194455    215246]
[188734    253986]
[131454    264053]
[207964    203096]
[236780     82421]
[192158    214293]
[182953    222708]
[183806     92142]
[151930    205100]
[243134    229630]
[103251    206109]
[199028    249588]
[51440    181934]
[171589    217287]
[171192    171162]
[197534    220403]
[161943    208402]
[117333    259251]
[165478    205406]
[145638    184376]
[159851    157651]
[189904    233662]
[194701    228836]
[174051    219578]
[237152    180094]
[206966    218868]
[205714    179383]
[79491    245685]
[178491    209592]
[110002    279666]
[197207    227289]
[189636    273953]
[341618    225282]
[282881    168287]
[176913    130283]
[171009    225309]
[182571    242820]
[215307    197722]
[197162    190746]
[181838    215320]
[201520    260805]
[193999    213385]
[179563    164135]
[249767    224165]
[194959    321643]
[196885    222182]
[193447    206838]
[180137    212301]
[164962    231419]
[32710    248634]
[190950    214414]
[172415    202995]
[182851    302312]
[191253    215705]
[39733    320679]
[192014    216462]
[181260    140058]
[176023    223535]
[190857    174981]
[217466    122927]
[98470    192944]
[199788    212738]
[170559    200680]
[222267    217361]
